test_set,cf_precision,cf_recall,cf_ndcg,cf_hit_rate,gan_precision,gan_recall,gan_ndcg,gan_hit_rate
test.csv,0.052719386052719384,0.017255864134712234,0.05665600693390047,0.2240573907240574,0.02275608942275609,0.007495258814749813,0.024050028030488644,0.10527193860527194
test_noise_5pct.csv,0.05060924720413955,0.01689568465463737,0.0544474699845869,0.21665832081455516,0.021966282757469535,0.007264238429371498,0.023198312081030084,0.10181939576030713
test_noise_10pct.csv,0.04930775646371977,0.01721857348528512,0.05335726686713771,0.21251042535446205,0.021217681401167643,0.007468435519345543,0.022602569613639694,0.09924937447873228
test_noise_15pct.csv,0.04749163879598662,0.016542576950247988,0.05121271777287081,0.20334448160535118,0.0205685618729097,0.00728733855803886,0.021939698480135127,0.0959866220735786
